_id,conversation_number,source_object_id,classification.categorization,classification.intent,classification.topic,classification.sentiment,messages,tweets[0].tweet_id,tweets[1].tweet_id,tweets[2].tweet_id,tweets[3].tweet_id,tweets[4].tweet_id,tweets[5].tweet_id,tweets[6].tweet_id,tweets[7].tweet_id,tweets[0].author_id,tweets[1].author_id,tweets[2].author_id,tweets[3].author_id,tweets[4].author_id,tweets[5].author_id,tweets[6].author_id,tweets[7].author_id,tweets[0].role,tweets[1].role,tweets[2].role,tweets[3].role,tweets[4].role,tweets[5].role,tweets[6].role,tweets[7].role,tweets[0].inbound,tweets[1].inbound,tweets[2].inbound,tweets[3].inbound,tweets[4].inbound,tweets[5].inbound,tweets[6].inbound,tweets[7].inbound,tweets[0].created_at,tweets[1].created_at,tweets[2].created_at,tweets[3].created_at,tweets[4].created_at,tweets[5].created_at,tweets[6].created_at,tweets[7].created_at,tweets[0].created_time,tweets[1].created_time,tweets[2].created_time,tweets[3].created_time,tweets[4].created_time,tweets[5].created_time,tweets[6].created_time,tweets[7].created_time,tweets[0].text,tweets[1].text,tweets[2].text,tweets[3].text,tweets[4].text,tweets[5].text,tweets[6].text,tweets[7].text,processed_at,processing_metadata.batch_job_id,processing_metadata.processing_attempts,customer
68d83b30b83a2762d690c64b,4229,68d7e235c8d40404f35387f9,Complaint regarding Technical Support,Complaint,Technical Support,Negative,,534664,534663,534661,534662,,,,,243850,243850,Delta,243850,,,,,Customer,Customer,Service Provider,Customer,,,,,true,true,false,true,,,,,2024-12-02,2024-12-02,2024-12-02,2024-12-02,,,,,11:57:29,11:59:11,12:07:21,12:10:10,,,,,@Delta unacceptable the stunt the pulled. Comeplete trash. I won't ever be. Back,@Delta @Delta thanks for cutting my time short with my mother who I won't get to see for years after I got to boot camp. This how you treat Vets? I'll make that notes,@243850 I am very sorry that you feel this way. We are here to help if you need us. Please let us know what we can do. *TBW,@Delta I had 4 different employs send me to 4 different lines. Not causing to get my ticket. Now I missed my figh and wait 9 hours here. How can group of people be so dumb. I'm,,,,,2025-09-27T19:29:52.201Z,job_20250927_192832,2,Delta
68d83b47b83a2762d690c64c,3751,68d7e235c8d40404f35387fa,Complaint regarding Technical Support,Complaint,Technical Support,Negative,,470334,470333,,,,,,,226977,Delta,,,,,,,Customer,Service Provider,,,,,,,true,false,,,,,,,2024-12-01,2024-12-01,,,,,,,00:45:54,07:31:42,,,,,,,"@Delta, normally I love flying with you, but I’m extremely upset at how your team acted tonight. A team-member unapologetically snatched my bag out of my hands after I was told to wait to see if there was space overhead. There was. I said no and I feel violated. I’m not alone.",@226977 ...appropriate desk for review.  *HSD 2/2,,,,,,,2025-09-27T19:30:15.251Z,job_20250927_192832,2,Delta
68d83b59b83a2762d690c64d,4485,68d7e235c8d40404f35387fb,Technical Support regarding General,Technical Support,General,Negative,,569704,569701,569702,,,,,,253716,Delta,116808,,,,,,Customer,Service Provider,Customer,,,,,,true,false,true,,,,,,2024-12-03,2024-12-03,2024-12-03,,,,,,03:06:32,03:12:15,03:14:57,,,,,,@Delta seriously? a two hour hold time?? what happened to your call back service? #igotalifetolive,@253716 I do apologize for the long hold times we're experiencing tonight. How may we help you via this channel? *TAC,@Delta @253716 Hey you got any weed man,,,,,,2025-09-27T19:30:33.697Z,job_20250927_192832,2,Delta
68d83b6bb83a2762d690c64e,4431,68d7e235c8d40404f35387fc,Product Inquiry regarding Travel,Product Inquiry,Travel,Neutral,,563569,563568,,,,,,,251967,Delta,,,,,,,Customer,Service Provider,,,,,,,true,false,,,,,,,2024-12-02,2024-12-02,,,,,,,23:26:07,23:30:07,,,,,,,@Delta would I be able to book a flight for a passenger using my points? I know Southwest let's me but wasn't sure about Delta.,@251967 You sure can book travel for a separate passenger using your miles. 😃 *TJN,,,,,,,2025-09-27T19:30:51.036Z,job_20250927_192832,2,Delta
68d83b81b83a2762d690c64f,3827,68d7e235c8d40404f35387fd,Feedback regarding Customer Service,Feedback,Customer Service,Positive,,482544,482543,482542,,,,,,229766,229766,Delta,,,,,,Customer,Customer,Service Provider,,,,,,true,true,false,,,,,,2024-12-01,2024-12-01,2024-12-01,,,,,,11:42:51,14:10:48,14:26:29,,,,,,Interesting conversation piece. When does an individuals need interfere with mass public safety? When isles are blocked @Delta https://t.co/qw1Ekv5AoA,@Delta Flight attendants have handled this masterfully @Delta Well done.,"@229766 Hello Michelle! On behalf of the flight attendants, thank you for the kudos. We look forward to serving you on your next Delta flight.  *HKS",,,,,,2025-09-27T19:31:13.155Z,job_20250927_192832,2,Delta
68d83b94b83a2762d690c650,3711,68d7e235c8d40404f35387fe,Complaint regarding Technical Support,Complaint,Technical Support,Negative,,464491,464490,,,,,,,225449,Delta,,,,,,,Customer,Service Provider,,,,,,,true,false,,,,,,,2024-12-01,2024-12-01,,,,,,,03:18:05,03:44:19,,,,,,,"On my @Delta flight from hong Kong to seattle, and some asshole stood up to announce, ""If anyone here doesn't like Donald Trump, they can get off the plane"". Oh boy. Should be an interesting flight. #TheResistance",@225449 2/2 https://t.co/6iDGBJAc2m,,,,,,,2025-09-27T19:31:32.999Z,job_20250927_192832,2,Delta
68d83bafb83a2762d690c651,3874,68d7e235c8d40404f35387ff,Technical Support regarding General,Technical Support,General,Negative,,490827,490826,,,,,,,231924,Delta,,,,,,,Customer,Service Provider,,,,,,,true,false,,,,,,,2024-12-01,2024-12-01,,,,,,,16:48:14,16:52:38,,,,,,,@Delta Feeling like I've wasted my time trying to book flights on https://t.co/sDe8152w9d...page continues to crash while searching for flights. Not a great system for booking if a customer cannot even get to the flight choices,"@231924 Hi John, I don't have any errors reported on our website.  Glitches can happen though; I'm sorry it's not responding correctly. I will be happy to call you and complete a reservation; if I can be of assistance, just send me your phone number.  *TJP https://t.co/6iDGBJRMTU",,,,,,,2025-09-27T19:31:59.796Z,job_20250927_192832,2,Delta
68d83bc3b83a2762d690c652,3797,68d7e235c8d40404f3538800,Complaint regarding Travel/Transportation,Complaint,Travel/Transportation,Negative,,479010,479007,479008,,,,,,228828,Delta,228828,,,,,,Customer,Service Provider,Customer,,,,,,true,false,true,,,,,,2024-12-01,2024-12-01,2024-12-01,,,,,,12:44:50,12:51:24,12:55:42,,,,,,Thank you @Delta for not letting people at @122828 about the gate/terminal switch to LaGuardia. 😡 My aunt Charline and Uncle Louis missed their flight!!!! Bad business!,@228828 Please express our sincere apology to your aunt and uncle for the inconvenience.  *ALS,@Delta That doesn’t fix the issue at hand.,,,,,,2025-09-27T19:32:19.770Z,job_20250927_192832,2,Delta
68d83bd9b83a2762d690c653,4170,68d7e235c8d40404f3538801,Technical Support regarding General,Technical Support,General,Neutral,,521845,521844,521843,521841,521842,,,,240496,Delta,240496,Delta,240496,,,,Customer,Service Provider,Customer,Service Provider,Customer,,,,true,false,true,false,true,,,,2024-12-02,2024-12-02,2024-12-02,2024-12-02,2024-12-02,,,,03:37:34,03:40:15,03:42:06,03:45:26,03:46:22,,,,@Delta I got a notification saying I was followed by you. What is Delta?,"@240496 I am sorry to hear that, Nicki. We can deselect the following.  *AFM",@Delta It’s totally fine. I’m just wondering what it is.,@240496 Let us know if you need any assistance. *AMV,@Delta That’s not helpful....,,,,2025-09-27T19:32:41.030Z,job_20250927_192832,2,Delta
68d83bebb83a2762d690c654,3801,68d7e235c8d40404f3538802,Product Inquiry regarding Product Info,Product Inquiry,Product Info,Positive,,479022,479021,,,,,,,228832,Delta,,,,,,,Customer,Service Provider,,,,,,,true,false,,,,,,,2024-12-01,2024-12-01,,,,,,,12:17:05,12:28:50,,,,,,,"I need my in-flight coffee @Delta, but I can't do black. Please add nondairy #vegan creamers. ☕️","@228832 Hi Fernando, your feedback is very important to us, as we want all of our passengers to have the best possible experience. Thank you. *TJM",,,,,,,2025-09-27T19:32:59.221Z,job_20250927_192832,2,Delta
68d83bfeb83a2762d690c655,4613,68d7e235c8d40404f3538803,Technical Support regarding Travel,Technical Support,Travel,Negative,,591665,591664,,,,,,,260004,Delta,,,,,,,Customer,Service Provider,,,,,,,true,false,,,,,,,2024-12-03,2024-12-03,,,,,,,17:07:05,17:08:31,,,,,,,"@Delta Never fly delta! I can't change my flight due to an emergency, even though I bought insurance...","@260004 Sorry to hear about your disappointment, Kristina. I'll be happy to check on this for you. Can you please share the confirmation number through the following link:  *AOS https://t.co/6iDGBJAc2m",,,,,,,2025-09-27T19:33:18.491Z,job_20250927_192832,2,Delta
68d83c12b83a2762d690c656,4208,68d7e235c8d40404f3538804,Complaint regarding Technical Support,Complaint,Technical Support,Negative,,530149,,,,,,,,242771,,,,,,,,Customer,,,,,,,,true,,,,,,,,2024-12-02,,,,,,,,09:37:53,,,,,,,,1st time flying @AmericanAir instead of @delta will also be the last.\n\nSo many issues and I haven’t even boarder yet.\n\nI’ll never leave you again @delta - unless it’s a private charter with @24074 😜 ✈️ https://t.co/ov4M7btlLS,,,,,,,,2025-09-27T19:33:38.671Z,job_20250927_192832,2,Delta
68d83c22b83a2762d690c657,4401,68d7e235c8d40404f3538805,Product Inquiry regarding Travel,Product Inquiry,Travel,Positive,,560066,560065,,,,,,,250982,Delta,,,,,,,Customer,Service Provider,,,,,,,true,false,,,,,,,2024-12-02,2024-12-02,,,,,,,21:48:31,22:07:43,,,,,,,So excited to make my first flight ever with @Delta tomorrow! On my way to @250983 for a week!,@250982 We are just as excited as you are to have you onboard with us Tanita! 😃✈ *TJN,,,,,,,2025-09-27T19:33:54.433Z,job_20250927_192832,2,Delta
68d83c36b83a2762d690c658,3974,68d7e235c8d40404f3538806,Technical Support regarding Travel/Transportation,Technical Support,Travel/Transportation,Neutral,,502753,502752,,,,,,,235129,Delta,,,,,,,Customer,Service Provider,,,,,,,true,false,,,,,,,2024-12-01,2024-12-01,,,,,,,20:03:33,20:06:59,,,,,,,It's too hot on this plane. How do I roll the windows down? @Delta,"@235129 We most certainly do not advise you roll down any windows, Tristan. That would be a bad idea. The air conditioning should kick in after takeoff and climb. Hopefully, we can make you comfortable in short order. *ASK",,,,,,,2025-09-27T19:34:14.721Z,job_20250927_192832,2,Delta
68d83c4bb83a2762d690c659,3787,68d7e235c8d40404f3538807,Feedback regarding General,Feedback,General,Positive,,478216,478215,,,,,,,228620,Delta,,,,,,,Customer,Service Provider,,,,,,,true,false,,,,,,,2024-12-01,2024-12-01,,,,,,,11:53:28,12:19:41,,,,,,,"Appreciate the compassion, professionalism and customer service focus of the @Delta flight crew who had to deal with a medical emergency on my red eye flight from San Diego to Atlanta.  Nicely done. #DutyRespectIntegrity #lifeofastateforester",@228620 Thank you for the compliment. Our crews are the most highly trained and professional in the industry.  *TCC,,,,,,,2025-09-27T19:34:35.182Z,job_20250927_192832,2,Delta
68d83c58b83a2762d690c65a,4064,68d7e235c8d40404f3538808,Feedback regarding General,Feedback,General,Positive,,511875,511874,,,,,,,237696,Delta,,,,,,,Customer,Service Provider,,,,,,,true,false,,,,,,,2024-12-01,2024-12-01,,,,,,,22:42:24,23:07:06,,,,,,,Thank you @Delta and NYC team for the Porsche ride. Great start for vacation!,"@237696 You bet, Jason! Glad we could help! *HCA",,,,,,,2025-09-27T19:34:48.312Z,job_20250927_192832,2,Delta
68d83c71b83a2762d690c65b,3988,68d7e235c8d40404f3538809,Technical Support regarding General,Technical Support,General,Negative,,504391,504390,,,,,,,235609,Delta,,,,,,,Customer,Service Provider,,,,,,,true,false,,,,,,,2024-12-01,2024-12-01,,,,,,,20:02:02,20:44:42,,,,,,,"@Delta Glad you have that call back feature - when you said my wait would be more than 2 hours last Sunday, you were right! I’m up to 121 hours and 19 min. My arm would be exhausted if I was still on hold. 😳","@235609 Hey Mike, sorry to hear about the ""Call Back"" discrepancy. We have recently had a flux of calls. Please let us know if assistance is currently needed via DM. *AJY https://t.co/6iDGBJAc2m",,,,,,,2025-09-27T19:35:13.110Z,job_20250927_192832,2,Delta
68d83c81b83a2762d690c65c,4386,68d7e235c8d40404f353880a,Order Status regarding Travel,Order Status,Travel,Neutral,,558659,558658,,,,,,,250538,Delta,,,,,,,Customer,Service Provider,,,,,,,true,false,,,,,,,2024-12-02,2024-12-02,,,,,,,21:14:43,21:38:06,,,,,,,"@Delta My flight has been canceled, can you explain my why",@250538 Hi there. Please share your confirmation code or ticket number via this link to better assist. *TKR https://t.co/6iDGBJAc2m,,,,,,,2025-09-27T19:35:29.723Z,job_20250927_192832,2,Delta
68d83c99b83a2762d690c65d,4363,68d7e235c8d40404f353880b,Product Inquiry regarding Travel,Product Inquiry,Travel,Neutral,,554195,554194,554193,,,,,,238327,238327,Delta,,,,,,Customer,Customer,Service Provider,,,,,,true,true,false,,,,,,2024-12-02,2024-12-02,2024-12-02,,,,,,19:58:45,19:59:58,20:20:50,,,,,,@Delta i am booking a multi airline trip one of them being you. how do i go about booking an extra seat for my self for your portion of the trip,"@Delta trip is delta from rdm to slc then to btm, then btm to slc with rest of trip home on alsaka",@238327 Hello there. Please DM your confirmation number so I may take a look. *TAC https://t.co/6iDGBJAc2m,,,,,,2025-09-27T19:35:53.441Z,job_20250927_192832,2,Delta
68d83cadb83a2762d690c65e,4689,68d7e235c8d40404f353880c,Technical Support regarding Travel/Transportation,Technical Support,Travel/Transportation,Negative,,600934,600933,,,,,,,262545,Delta,,,,,,,Customer,Service Provider,,,,,,,true,false,,,,,,,2024-12-03,2024-12-03,,,,,,,21:04:59,21:07:52,,,,,,,@Delta you should forewarn consumers before flight that they will have no screens in front of them. Especially when its. 3+hr flight. This sucks!,"@262545 I'm sorry to hear you are disappointed. On most flights without screens, you can stream the Delta Studio for free on your electronic device.  *TSL",,,,,,,2025-09-27T19:36:13.035Z,job_20250927_192832,2,Delta
68d83cbfb83a2762d690c65f,3667,68d7e235c8d40404f353880d,Product Inquiry regarding Product Info,Product Inquiry,Product Info,Neutral,,459169,459168,,,,,,,167488,Delta,,,,,,,Customer,Service Provider,,,,,,,true,false,,,,,,,2024-12-01,2024-12-01,,,,,,,01:06:53,01:10:30,,,,,,,@Delta Can I take my theraflu in a checked luggage? Currently fighting a cold and desperately need this lol,"@167488 Hi, Lajoyce! You sure can have that item in your checked luggage! I'm sorry to hear that you're feeling under the weather, I do wish you a speedy recovery.  *TJN",,,,,,,2025-09-27T19:36:31.458Z,job_20250927_192832,2,Delta
68d83cd0b83a2762d690c660,4438,68d7e235c8d40404f353880e,Feedback regarding General,Feedback,General,Positive,,564584,564583,,,,,,,252258,Delta,,,,,,,Customer,Service Provider,,,,,,,true,false,,,,,,,2024-12-03,2024-12-03,,,,,,,00:16:08,00:17:01,,,,,,,@Delta Kudos to Cassandra IND-DTW-MDW #bestflightattendantEVAH #grateful,@252258 It makes our day to hear things like this! We truly do have the best in the biz. Thanks for sharing. 😃 *TCH,,,,,,,2025-09-27T19:36:48.016Z,job_20250927_192832,2,Delta
68d83d03b83a2762d690c661,3617,68d7e235c8d40404f353880f,Technical Support regarding Travel/Flight,Technical Support,Travel/Flight,Negative,,453529,453527,453528,453530,453531,453533,453535,453536,222615,Delta,222615,Delta,222615,Delta,222615,Delta,Customer,Service Provider,Customer,Service Provider,Customer,Service Provider,Customer,Service Provider,true,false,true,false,true,false,true,false,2024-11-30,2024-11-30,2024-11-30,2024-11-30,2024-12-01,2024-12-01,2024-12-01,2024-12-01,22:36:21,22:52:36,23:10:26,23:13:29,00:20:37,00:39:20,00:44:59,00:47:45,@Delta need to be contacted immediately regarding my luggage. I have to sit in baggage claim for over two hours to wait for my luggage that @Delta failed to load on my flight. https://t.co/AyuWdMLYU0,"@222615 I appreciate your patience. I apologize for your bag not arriving with you. Our records show that it will arrive on Delta Connection WestJet 5418, estimated to arrive Detroit at 6:47 p.m. You may file a delayed bag claim at our Baggage Service Office.  *AJL",@Delta How valuable are sky miles if the flights don’t meet both mine and Delta’s customer service standards?,@222615 I regret your frustration with this delay. Please file see the Baggage Service Office for the claim form. *TMT,@Delta 2 of 2 https://t.co/fyRqUvrAiy,@222615 My info shows the bag has been delivered on DL 5418 which arrived at 7:05 pm.  *TMT,@Delta It arrived at 7:28pm,@222615 I wanted to update you that your bag was on DL 5418 instead of what the other agent advised. So sorry for the confusion. *TMT,2025-09-27T19:37:39.923Z,job_20250927_192832,2,Delta
68d83d19b83a2762d690c662,4047,68d7e235c8d40404f3538810,Feedback regarding General,Feedback,General,Positive,,510636,510634,510635,510637,,,,,237329,Delta,237329,Delta,,,,,Customer,Service Provider,Customer,Service Provider,,,,,true,false,true,false,,,,,2024-12-01,2024-12-01,2024-12-01,2024-12-01,,,,,22:27:18,22:50:33,22:52:02,23:07:03,,,,,After my @116450 flight to New Delhi I was reminded why I love @Delta more. Better service and better food.,@237329 Hi Anne. Thank you for the kind words! We ❤ you too! *TKR,@Delta You also have cookies. I like cookies.,@237329 Yum yum cookies! *AFC,,,,,2025-09-27T19:38:01.104Z,job_20250927_192832,2,Delta
68d83d2cb83a2762d690c663,3977,68d7e235c8d40404f3538811,Complaint regarding Travel/Transportation,Complaint,Travel/Transportation,Negative,,502764,,,,,,,,235133,,,,,,,,Customer,,,,,,,,true,,,,,,,,2024-12-01,,,,,,,,20:16:04,,,,,,,,Rarely travel on @AmericanAir &amp; now remember why. Strike 1) No blanket/pillow in coach (@Delta ✔️) Strike 2) No individual screens (@delta ✔️) Strike 3) No charging jacks (@Delta✔️).  SD-MIA is gonna be a long flight! 😭✈️,,,,,,,,2025-09-27T19:38:20.476Z,job_20250927_192832,2,Delta
68d83d44b83a2762d690c664,4007,68d7e235c8d40404f3538812,Complaint regarding Technical Support,Complaint,Technical Support,Negative,,506144,506143,506142,,,,,,236113,236113,Delta,,,,,,Customer,Customer,Service Provider,,,,,,true,true,false,,,,,,2024-12-01,2024-12-01,2024-12-01,,,,,,20:46:02,20:48:06,21:14:03,,,,,,@Delta,@Delta Received terrible service on Delta phone support and they wouldn't put me in the Survey queue!  Just put me on hold.,"@236113 I realize this is a disappointment, and I sincerely apologize. Please use the following link if you would like to share details.  https://t.co/fPLXqv8KGq *AFC https://t.co/6iDGBJAc2m",,,,,,2025-09-27T19:38:44.256Z,job_20250927_192832,2,Delta
68d83d59b83a2762d690c665,4647,68d7e235c8d40404f3538813,Complaint regarding Travel/Transportation,Complaint,Travel/Transportation,Negative,,597374,597372,597373,,,,,,261639,Delta,261639,,,,,,Customer,Service Provider,Customer,,,,,,true,false,true,,,,,,2024-12-03,2024-12-03,2024-12-03,,,,,,19:56:13,19:57:30,20:04:45,,,,,,Waiting 90 minutes to get a boarding pass for our infant. No reason provided. No ETA. Flight at 1:30 to NL. @Delta,@261639 I regret that happened Erik. I wish your experience was better than what’s described. *TJN,@Delta Still no boarding pass.  We may miss our flight. First time flying with her. Gate agent apologizes but no change in status.,,,,,,2025-09-27T19:39:05.876Z,job_20250927_192832,2,Delta
