_id,conversation_number,source_object_id,classification.categorization,classification.intent,classification.topic,classification.sentiment,messages,tweets[0].tweet_id,tweets[1].tweet_id,tweets[2].tweet_id,tweets[3].tweet_id,tweets[4].tweet_id,tweets[5].tweet_id,tweets[6].tweet_id,tweets[7].tweet_id,tweets[8].tweet_id,tweets[9].tweet_id,tweets[10].tweet_id,tweets[11].tweet_id,tweets[12].tweet_id,tweets[13].tweet_id,tweets[14].tweet_id,tweets[15].tweet_id,tweets[16].tweet_id,tweets[17].tweet_id,tweets[18].tweet_id,tweets[19].tweet_id,tweets[0].author_id,tweets[1].author_id,tweets[2].author_id,tweets[3].author_id,tweets[4].author_id,tweets[5].author_id,tweets[6].author_id,tweets[7].author_id,tweets[8].author_id,tweets[9].author_id,tweets[10].author_id,tweets[11].author_id,tweets[12].author_id,tweets[13].author_id,tweets[14].author_id,tweets[15].author_id,tweets[16].author_id,tweets[17].author_id,tweets[18].author_id,tweets[19].author_id,tweets[0].role,tweets[1].role,tweets[2].role,tweets[3].role,tweets[4].role,tweets[5].role,tweets[6].role,tweets[7].role,tweets[8].role,tweets[9].role,tweets[10].role,tweets[11].role,tweets[12].role,tweets[13].role,tweets[14].role,tweets[15].role,tweets[16].role,tweets[17].role,tweets[18].role,tweets[19].role,tweets[0].inbound,tweets[1].inbound,tweets[2].inbound,tweets[3].inbound,tweets[4].inbound,tweets[5].inbound,tweets[6].inbound,tweets[7].inbound,tweets[8].inbound,tweets[9].inbound,tweets[10].inbound,tweets[11].inbound,tweets[12].inbound,tweets[13].inbound,tweets[14].inbound,tweets[15].inbound,tweets[16].inbound,tweets[17].inbound,tweets[18].inbound,tweets[19].inbound,tweets[0].created_at,tweets[1].created_at,tweets[2].created_at,tweets[3].created_at,tweets[4].created_at,tweets[5].created_at,tweets[6].created_at,tweets[7].created_at,tweets[8].created_at,tweets[9].created_at,tweets[10].created_at,tweets[11].created_at,tweets[12].created_at,tweets[13].created_at,tweets[14].created_at,tweets[15].created_at,tweets[16].created_at,tweets[17].created_at,tweets[18].created_at,tweets[19].created_at,tweets[0].text,tweets[1].text,tweets[2].text,tweets[3].text,tweets[4].text,tweets[5].text,tweets[6].text,tweets[7].text,tweets[8].text,tweets[9].text,tweets[10].text,tweets[11].text,tweets[12].text,tweets[13].text,tweets[14].text,tweets[15].text,tweets[16].text,tweets[17].text,tweets[18].text,tweets[19].text,processed_at,processing_metadata.batch_job_id,processing_metadata.processing_attempts
68d6e913d8bf2603587f49f6,199,68ce563252b33355379dfb0b, regarding ,,,,,46677,46676,,,,,,,,,,,,,,,,,,,126377,Delta,,,,,,,,,,,,,,,,,,,Customer,Service Provider,,,,,,,,,,,,,,,,,,,true,false,,,,,,,,,,,,,,,,,,,Wed Nov 01 15:42:23 +0000 2017,Wed Nov 01 16:54:09 +0000 2017,,,,,,,,,,,,,,,,,,,Our friends at @Delta volunteer to teach kids from PS 330Q the importance of fine arts with a trip to the @2609. #deltagreatergood https://t.co/MswEdr44ij,@126377 Thank you for the shout out and the photo!  *TJF,,,,,,,,,,,,,,,,,,,2025-09-26T19:27:15.597Z,job_20250926_192701,2
68d6e929d8bf2603587f49f7,195,68ce563252b33355379dfb07,Order Status regarding Travel/Transportation,Order Status,Travel/Transportation,Neutral,,46667,46665,46663,46664,46666,,,,,,,,,,,,,,,,126373,126373,Delta,126373,Delta,,,,,,,,,,,,,,,,Customer,Customer,Service Provider,Customer,Service Provider,,,,,,,,,,,,,,,,true,true,false,true,false,,,,,,,,,,,,,,,,Wed Nov 01 15:55:02 +0000 2017,Wed Nov 01 16:22:50 +0000 2017,Wed Nov 01 16:59:19 +0000 2017,Wed Nov 01 16:59:46 +0000 2017,Wed Nov 01 17:09:12 +0000 2017,,,,,,,,,,,,,,,,@Delta Hi! I have a 5:30am flight out of YUL tomorrow and require check-in at the desk. When does the Delta desk open that YUL airport?,"@Delta Any info on this? If the counter isn't open by 4:30am, I'll probably miss my flight :(",@126373 Hello. The counter opens at 3:30am.  *TMS,@Delta Thank you so much!!,@126373 It is my pleasure. Have a wonderful day! *TMS,,,,,,,,,,,,,,,,2025-09-26T19:27:37.677Z,job_20250926_192701,2
68d6e937d8bf2603587f49f8,193,68ce563252b33355379dfb05,Complaint regarding Technical Support,Complaint,Technical Support,Negative,,45778,45777,,,,,,,,,,,,,,,,,,,126150,Delta,,,,,,,,,,,,,,,,,,,Customer,Service Provider,,,,,,,,,,,,,,,,,,,true,false,,,,,,,,,,,,,,,,,,,Wed Nov 01 14:36:43 +0000 2017,Wed Nov 01 16:33:19 +0000 2017,,,,,,,,,,,,,,,,,,,@Delta Don’t be condescending when asking passengers if they can speak English.,"@126150 My apologies, Melissa. We expect our team to be kind and courteous at all times.  *AAB",,,,,,,,,,,,,,,,,,,2025-09-26T19:27:51.508Z,job_20250926_192701,2
68d6e946d8bf2603587f49f9,194,68ce563252b33355379dfb06,Other regarding General,Other,General,Neutral,,45782,45780,45781,45783,,,,,,,,,,,,,,,,,126151,Delta,126151,Delta,,,,,,,,,,,,,,,,,Customer,Service Provider,Customer,Service Provider,,,,,,,,,,,,,,,,,true,false,true,false,,,,,,,,,,,,,,,,,Wed Nov 01 14:37:40 +0000 2017,Wed Nov 01 16:33:00 +0000 2017,Thu Nov 02 19:20:09 +0000 2017,Thu Nov 02 19:30:49 +0000 2017,,,,,,,,,,,,,,,,,@Delta Does not the FAA require reporting and clean up of spilled fuel????,"@126151 Hello, Carolina! How may I assist you? *TCC",@Delta That's not an answer to the question.,"@126151 Carolina, can you DM details?  *HMB",,,,,,,,,,,,,,,,,2025-09-26T19:28:06.938Z,job_20250926_192701,2
68d6e959d8bf2603587f49fa,201,68ce563252b33355379dfb0d,Technical Support regarding Booking/Reservation,Technical Support,Booking/Reservation,Negative,,46686,46685,,,,,,,,,,,,,,,,,,,126380,Delta,,,,,,,,,,,,,,,,,,,Customer,Service Provider,,,,,,,,,,,,,,,,,,,true,false,,,,,,,,,,,,,,,,,,,Wed Nov 01 15:39:10 +0000 2017,Wed Nov 01 16:53:07 +0000 2017,,,,,,,,,,,,,,,,,,,@Delta why can’t you honor a price in cart? Had a flight set to buy and price changes when I click ‘complete’. No online seller does this,"@126380 Hello, Russell! I apologize for the problem with online booking.  If you would like to DM the dates. I will try to assist. *TCC",,,,,,,,,,,,,,,,,,,2025-09-26T19:28:25.822Z,job_20250926_192701,2
68d6ea04f7b4b33061722350,210,68ce563252b33355379dfb16,Feedback regarding General,Feedback,General,Positive,,48601,48600,,,,,,,,,,,,,,,,,,,126827,Delta,,,,,,,,,,,,,,,,,,,Customer,Service Provider,,,,,,,,,,,,,,,,,,,true,false,,,,,,,,,,,,,,,,,,,Wed Nov 01 17:07:42 +0000 2017,Wed Nov 01 17:12:58 +0000 2017,,,,,,,,,,,,,,,,,,,@delta Incredible #service from your res agents and gate 38 in SAN today! #greatservice #cx #Customer,"@126827 Hi, Erik! Thank you for the feedback for the incredible service you received today at SAN. We appreciate your loyalty. *AJL",,,,,,,,,,,,,,,,,,,2025-09-26T19:31:16.960Z,job_20250926_193101,2
68d6ea29f7b4b33061722351,211,68ce563252b33355379dfb17,Complaint regarding Technical Support,Complaint,Technical Support,Negative,,48604,48602,48603,48605,48606,48607,,,,,,,,,,,,,,,126828,Delta,126828,Delta,126828,Delta,,,,,,,,,,,,,,,Customer,Service Provider,Customer,Service Provider,Customer,Service Provider,,,,,,,,,,,,,,,true,false,true,false,true,false,,,,,,,,,,,,,,,Wed Nov 01 17:08:44 +0000 2017,Wed Nov 01 17:12:46 +0000 2017,Wed Nov 01 17:15:38 +0000 2017,Wed Nov 01 17:23:01 +0000 2017,Wed Nov 01 17:34:40 +0000 2017,Wed Nov 01 17:49:01 +0000 2017,,,,,,,,,,,,,,,@Delta @122828 I abhor having to line up in queue to board flights like some sort of cattle. Gate agents don’t enforce them anyway.,@126828 Hi Jill. Sorry to hear this. What is the flight number? *AMR,@Delta Right now it’s 2451. Not the first time the lines have been completely disregarded by those who think they’re too important to stand in them,"@126828 Jill, I am disappointed to hear this. Thank you for your feedback. I will share this with our airport leadership team for review.  *AJL",@Delta Thank you!!,@126828 Our pleasure. *ALS,,,,,,,,,,,,,,,2025-09-26T19:31:53.760Z,job_20250926_193101,2
68d6ea4ff7b4b33061722352,213,68ce563252b33355379dfb19,Complaint regarding Travel,Complaint,Travel,Negative,,48613,48611,48612,48614,,,,,,,,,,,,,,,,,126829,Delta,126829,Delta,,,,,,,,,,,,,,,,,Customer,Service Provider,Customer,Service Provider,,,,,,,,,,,,,,,,,true,false,true,false,,,,,,,,,,,,,,,,,Wed Nov 01 17:00:42 +0000 2017,Wed Nov 01 17:11:50 +0000 2017,Wed Nov 01 17:28:44 +0000 2017,Wed Nov 01 17:42:40 +0000 2017,,,,,,,,,,,,,,,,,It is no longer wheels up. It’s wheels off. Thanks for ripping the wheels off my suitcase @Delta. https://t.co/zZXqcKKDGd,@126829 Oh no. Were you able to stop by Baggage Office and submit a claim for this? My apologies for the issues.  *HRO,@Delta No. I wasn’t aware I could until after I walked out. I’ll be back at the airport tomorrow morning. Can I submit a claim then?,@126829 Sure you can or contact our Baggage Team today at (800) 325 8224  and they will be glad to assist you.  *HRO,,,,,,,,,,,,,,,,,2025-09-26T19:32:31.856Z,job_20250926_193101,2
68d6ea6ef7b4b33061722353,215,68ce563252b33355379dfb1b,Complaint regarding Technical Support,Complaint,Technical Support,Negative,,48620,48618,48619,48621,,,,,,,,,,,,,,,,,126830,Delta,126830,Delta,,,,,,,,,,,,,,,,,Customer,Service Provider,Customer,Service Provider,,,,,,,,,,,,,,,,,true,false,true,false,,,,,,,,,,,,,,,,,Wed Nov 01 17:00:27 +0000 2017,Wed Nov 01 17:10:27 +0000 2017,Wed Nov 01 19:45:57 +0000 2017,Wed Nov 01 21:12:10 +0000 2017,,,,,,,,,,,,,,,,,@Delta thanks to the passenger in front of me for telling the flight crewman he is out of line for reprimanding me.,@126830 ...under the seat or in the overhead bin.  *TCC 2/2,@Delta @delta refer 2 photos 2back up ur statement. As I Can see that wasn’t the case &amp; when asked ur crew: claimed they don’t have time for it.,"@126830 The flight crew needs to secure the cabin and verify all safety issues. Also, we have a take-off time that has to be maintained.  *TCC",,,,,,,,,,,,,,,,,2025-09-26T19:33:02.748Z,job_20250926_193101,2
68d6ea81f7b4b33061722354,219,68ce563252b33355379dfb1f,Feedback regarding General,Feedback,General,Positive,,48631,48630,,,,,,,,,,,,,,,,,,,126835,Delta,,,,,,,,,,,,,,,,,,,Customer,Service Provider,,,,,,,,,,,,,,,,,,,true,false,,,,,,,,,,,,,,,,,,,Wed Nov 01 16:48:00 +0000 2017,Wed Nov 01 17:07:42 +0000 2017,,,,,,,,,,,,,,,,,,,Thk u @Delta for my son’s 1st set of wings. He’s 9 &amp; has been flying since he was 5 &amp; has never gotten a pair until now you made his day,"@126835 Oh Wow! Yes, he should had them by now. Congratulations to him and thank you for sharing.  *HRO",,,,,,,,,,,,,,,,,,,2025-09-26T19:33:21.610Z,job_20250926_193101,2
68d6ea9af7b4b33061722355,220,68ce563252b33355379dfb20,Technical Support regarding Travel,Technical Support,Travel,Negative,,48634,48632,48633,48635,,,,,,,,,,,,,,,,,126836,Delta,126836,Delta,,,,,,,,,,,,,,,,,Customer,Service Provider,Customer,Service Provider,,,,,,,,,,,,,,,,,true,false,true,false,,,,,,,,,,,,,,,,,Wed Nov 01 16:43:00 +0000 2017,Wed Nov 01 17:07:22 +0000 2017,Wed Nov 01 17:23:47 +0000 2017,Wed Nov 01 17:27:20 +0000 2017,,,,,,,,,,,,,,,,,@Delta needs to get there act together. One issue after another trying to get to from HPN to MSY. #stopoverbookingeveryflight,"@126836 Hi, Stephanie. I'm sorry for any difficulties you are experiencing. How may I assist you?  *AJL",@Delta FINALLY boarding. Although it hasn't been pleasant. Bad experiences long ago. Decided to try delta again. Should have followed my gut.,@126836 I'm glad you are boarding the flight at this time. I hope the rest of your trip experience is better. Thank you for flying Delta.  *AJL,,,,,,,,,,,,,,,,,2025-09-26T19:33:46.601Z,job_20250926_193101,2
68d6eaaff7b4b33061722356,227,68ce563252b33355379dfb27,Feedback regarding General,Feedback,General,Positive,,48666,48664,48665,48667,,,,,,,,,,,,,,,,,126845,Delta,126845,Delta,,,,,,,,,,,,,,,,,Customer,Service Provider,Customer,Service Provider,,,,,,,,,,,,,,,,,true,false,true,false,,,,,,,,,,,,,,,,,Wed Nov 01 16:28:04 +0000 2017,Wed Nov 01 17:02:47 +0000 2017,Wed Nov 01 19:02:03 +0000 2017,Wed Nov 01 21:00:36 +0000 2017,,,,,,,,,,,,,,,,,Thank You Steven Hammock for taking my call prior to the long hold time! #customercareteamATL #greatservice #prompt @Delta,"@126845 Hi, Ace, I'm so happy to hear Steven took good care of you. I will forward your comments to his Leadership Team. *TRR",@Delta Thank You! He deserves it,@126845 You are welcome! Thank you for recognizing Steven.  *TJW,,,,,,,,,,,,,,,,,2025-09-26T19:34:07.026Z,job_20250926_193101,2
68d6eabbf7b4b33061722357,228,68ce563252b33355379dfb28,Technical Support regarding General,Technical Support,General,Neutral,,48669,48668,,,,,,,,,,,,,,,,,,,126846,Delta,,,,,,,,,,,,,,,,,,,Customer,Service Provider,,,,,,,,,,,,,,,,,,,true,false,,,,,,,,,,,,,,,,,,,Wed Nov 01 16:08:43 +0000 2017,Wed Nov 01 17:01:06 +0000 2017,,,,,,,,,,,,,,,,,,,@delta.com,@126846 Hello Robert. How may we assist you today? *TMS,,,,,,,,,,,,,,,,,,,2025-09-26T19:34:19.574Z,job_20250926_193101,2
68d6eacaf7b4b33061722358,230,68ce563252b33355379dfb2a,Product Inquiry regarding Travel,Product Inquiry,Travel,Positive,,48681,48680,,,,,,,,,,,,,,,,,,,126848,Delta,,,,,,,,,,,,,,,,,,,Customer,Service Provider,,,,,,,,,,,,,,,,,,,true,false,,,,,,,,,,,,,,,,,,,Wed Nov 01 16:07:10 +0000 2017,Wed Nov 01 17:00:50 +0000 2017,,,,,,,,,,,,,,,,,,,"I’m gonna start collecting flight pins, cause the little girl in the @Delta video did and she’s so happy. #KLM","@126848 Hello, Natasha! That would be a great way to show where you have been. *TCC",,,,,,,,,,,,,,,,,,,2025-09-26T19:34:34.946Z,job_20250926_193101,2
68d6eae0f7b4b33061722359,232,68ce563252b33355379dfb2c,Feedback regarding General,Feedback,General,Positive,,49179,49178,,,,,,,,,,,,,,,,,,,126988,Delta,,,,,,,,,,,,,,,,,,,Customer,Service Provider,,,,,,,,,,,,,,,,,,,true,false,,,,,,,,,,,,,,,,,,,Wed Nov 22 22:09:37 +0000 2017,Wed Nov 22 22:12:12 +0000 2017,,,,,,,,,,,,,,,,,,,Shoutout to the @Delta flight attendant who personally monitored my itinerary and even moved me to a seat closer to the front of the plane to make sure I made my connecting flight!!! 😭 #bestairline #willfightyouonthis,@126988 You are most welcome and way to go to our Flight Attendant!  Thank you for tweeting us today; we're always here ready to help whenever you need us. *AJZ,,,,,,,,,,,,,,,,,,,2025-09-26T19:34:56.206Z,job_20250926_193101,2
68d6eb1cf7b4b3306172235a,235,68ce563252b33355379dfb2f,Technical Support regarding Travel,Technical Support,Travel,Negative,,49262,49261,49260,49259,49258,49251,49249,49250,49252,49253,49254,49256,49257,,,,,,,,127009,127009,127009,127009,Delta,127009,Delta,127009,127009,127009,127009,127009,Delta,,,,,,,,Customer,Customer,Customer,Customer,Service Provider,Customer,Service Provider,Customer,Customer,Customer,Customer,Customer,Service Provider,,,,,,,,true,true,true,true,false,true,false,true,true,true,true,true,false,,,,,,,,Wed Nov 01 14:51:02 +0000 2017,Wed Nov 01 14:52:06 +0000 2017,Wed Nov 01 17:05:19 +0000 2017,Wed Nov 01 17:06:00 +0000 2017,Wed Nov 01 17:14:33 +0000 2017,Wed Nov 01 17:16:56 +0000 2017,Wed Nov 01 17:21:01 +0000 2017,Sun Nov 05 22:32:42 +0000 2017,Sun Nov 05 22:42:54 +0000 2017,Sun Nov 05 23:45:24 +0000 2017,Mon Nov 06 00:28:27 +0000 2017,Mon Nov 06 03:21:32 +0000 2017,Mon Nov 06 05:05:42 +0000 2017,,,,,,,,Feeling misled by the @Delta gate agent who said there were no more upgrades - it’s an open field of comfort plus seats.,"@Delta Despite the little white lie, I still love you @Delta and am glad you have the most comfortable economy seats in the game.",@Delta Kind of surprised by how surly the @Delta employees have been today. The flight attendants on my flight to Chicago are grumpy.,@Delta Maybe it’s because they’re stuck working out of Terminal A. I hope the move in December improves morale! I miss the southern charm from ATL.,"@127009 Hi, Caroline. I am sorry to hear of your experiences today. We expect our team to provide exemplary service at all times. *TJF",@Delta Maybe it’s an off day 🤷‍♀️. I’m hopeful everyone will be more cheerful Sunday when I fly home.,@127009 We look to better serve you going forward. We appreciate you and your feedback! *TJH,@Delta This return trip makes me long for the grumpy gate agents. Been bumped from 2 flights and nervous there won’t be a seat for me.,@Delta I’m not sure if it’s the unplanned 4 extra hours or extremely hot temps in the terminal but I feel like I’m stuck in hell,"@Delta Based off the 2 hour hold time for customer service, makes me think it’s a rough night for y’all.","@Delta Taking off soon, hope to hear from you when I land 😘",@Delta Still haven’t heard from you @Delta and getting worried. Boarding my second flight now. You up?,"@127009 Hi, Caroline. Please DM us your confirmation number for assistance.  *ALA https://t.co/6iDGBJAc2m",,,,,,,,2025-09-26T19:35:56.388Z,job_20250926_193101,2
